id,available_balance,reserved_balance,blocked_balance,retired_balance,user_id,updated_on,platform_id
19344,0,0,0,0,656,2022-09-06 18:17:58.325057,4
19343,30,0,0,0,649,2023-08-25 11:51:53.091417,4
19348,0,0,0,159,1309,2023-07-05 17:39:30.331949,4
19354,484881,0,0,0,50,2023-08-03 12:22:41.326018,2
19353,0,0,0,0,601,2022-11-10 10:51:46.246365,3
19355,0,0,0,0,72,2022-09-06 18:17:58.325057,1
18785,0,0,0,0,178,2022-09-06 18:17:58.325057,1
19358,123826,0,0,0,204,2023-08-25 11:40:23.106196,2
21932,0,0,0,3,1757,2023-09-14 15:21:59.454431,3
19357,0,0,17,0,521,2023-03-16 16:18:34.936286,3
19360,32,0,0,0,652,2023-08-25 11:51:43.090038,4
18790,0,0,0,5,1261,2022-09-06 18:17:58.325057,3
19361,0,0,0,0,124,2022-09-06 18:17:58.325057,1
19362,0,0,0,0,594,2022-09-06 18:17:58.325057,2
19363,0,0,0,0,640,2022-09-06 18:17:58.325057,2
19239,0,0,0,2,697,2022-09-06 18:17:58.325057,3
21491,0,0,0,34,1412,2024-10-15 17:07:40.982056,3
19365,0,0,17,0,510,2023-03-16 16:17:10.0173,3
19364,3105,0,0,0,308,2023-08-15 10:24:46.243214,2
18648,0,0,0,4,1284,2022-09-06 18:17:58.325057,3
18720,0,0,0,4,1238,2022-09-06 18:17:58.325057,4
18440,124422,0,0,0,14,2023-06-05 11:27:15.222475,2
19370,0,0,476,0,518,2023-03-16 16:21:34.391652,2
18937,0,0,0,0,624,2023-02-06 11:05:05.148751,3
19374,0,0,17,0,509,2023-03-16 16:20:50.80306,4
19375,0,0,0,0,225,2023-02-06 11:05:05.148751,3
19371,30,0,0,0,599,2023-08-15 10:45:43.086542,4
19366,0,0,518212,0,52,2023-05-26 15:35:23.274462,2
19377,0,0,0,0,8,2022-09-06 18:17:58.325057,1
19379,0,0,0,0,104,2022-09-06 18:17:58.325057,1
19378,33,0,0,0,1310,2023-08-15 10:45:43.086542,4
19380,0,0,0,0,30,2022-09-06 18:17:58.325057,3
19381,0,0,2,0,516,2023-03-16 16:15:40.36336,4
19382,0,0,0,0,262,2022-09-06 18:17:58.325057,1
19383,0,0,0,0,565,2023-02-06 11:05:05.148751,3
18414,0,0,0,33,957,2023-06-30 08:58:05.41126,3
23058,3096103,0,0,0,1085,2024-04-04 18:53:20.563247,4
22475,0,0,0,37,1731,2023-10-06 14:19:16.806383,3
22423,0,0,0,7,1743,2023-09-27 11:50:31.784451,3
19333,7776,0,0,0,118,2024-11-25 10:03:13.438846,4
19221,0,3,0,0,362,2024-12-13 12:38:23.544408,3
19373,0,0,0,0,1302,2024-07-10 07:57:45.827264,4
19337,141964,0,0,0,146,2024-11-25 10:06:13.459474,4
23394,5718,0,0,0,2116,2024-10-10 17:25:10.837332,4
19339,1431,0,0,0,196,2024-11-25 10:13:23.437672,4
19340,0,3,0,0,364,2024-12-13 12:38:23.544408,3
19350,28155,0,0,0,356,2024-11-25 10:34:33.435704,4
19349,38638,0,7,0,378,2024-11-25 10:36:53.436191,4
19347,2160,0,0,0,236,2025-02-20 14:36:33.481628,4
24987,3200,0,0,0,2210,2025-07-11 15:17:04.55172,4
19111,1286634,0,0,0,6,2025-07-21 17:52:26.605377,2
19389,4166,0,0,0,294,2023-08-15 10:24:46.243214,2
19391,74475,0,0,0,384,2023-06-05 11:27:15.222475,2
19384,0,0,0,0,258,2022-09-06 18:17:58.325057,4
19393,7,0,0,0,8,2023-06-13 08:49:17.811345,4
18864,0,0,0,0,332,2022-09-06 18:17:58.325057,1
19387,0,0,0,0,623,2022-09-06 18:17:58.325057,4
19388,0,0,0,0,655,2022-09-06 18:17:58.325057,4
18990,0,0,0,0,353,2023-02-06 11:05:05.148751,3
19392,0,0,48041,0,136,2023-03-16 16:28:07.697094,2
19394,174908,0,0,0,1210,2023-08-25 11:40:23.106196,2
18511,0,0,1112767,0,940,2023-03-16 16:20:41.97997,2
19395,0,0,0,0,656,2022-09-06 18:17:58.325057,2
19396,0,0,0,1,1132,2022-09-06 18:17:58.325057,4
18882,0,0,6,0,332,2023-07-11 10:30:46.033673,3
19397,0,0,0,0,540,2023-02-06 11:05:05.148751,3
19398,0,0,0,0,570,2022-09-06 18:17:58.325057,4
18850,0,0,0,19,1215,2023-05-11 12:39:27.874404,3
19399,0,0,0,0,238,2022-09-06 18:17:58.325057,1
22015,0,0,0,11,1755,2023-09-15 08:49:35.74725,3
19401,0,0,10,0,130,2023-03-16 16:27:55.189277,3
19402,0,0,8,0,140,2023-03-16 16:28:23.712161,4
19405,0,0,0,1,840,2022-09-06 18:17:58.325057,3
19407,0,0,0,1,1148,2022-09-06 18:17:58.325057,3
19408,332500,0,0,0,388,2023-08-15 10:24:46.243214,2
19409,0,0,12469,0,196,2022-09-21 11:54:51.1607,2
19410,0,0,0,0,636,2022-09-06 18:17:58.325057,2
19411,0,0,2,0,122,2022-09-21 11:35:16.114259,4
18678,13,0,0,0,937,2023-08-25 11:51:53.091417,4
19412,598195,0,0,0,176,2023-08-15 10:24:46.243214,2
19452,1844,0,0,0,596,2023-09-20 14:32:33.570132,2
19117,0,0,0,2,876,2022-09-06 18:17:58.325057,3
19415,0,0,0,0,144,2022-09-06 18:17:58.325057,1
23490,0,0,0,1,2157,2024-10-17 10:45:30.97116,3
19421,307069,0,0,0,120,2024-11-25 10:03:28.503428,4
19417,0,0,160679,0,214,2023-03-16 16:30:07.264156,2
19420,0,0,0,0,203,2023-02-06 11:05:05.148751,3
18579,0,0,0,4,1142,2023-03-27 14:03:19.732707,3
19428,21790,0,0,0,228,2023-07-13 18:18:36.072235,2
19426,47582,0,0,0,212,2023-08-15 10:24:46.243214,2
19427,29,0,0,0,650,2023-08-15 10:45:43.086542,4
19423,0,0,7,0,38,2023-03-16 16:25:41.484313,3
19424,0,0,0,0,166,2022-09-06 18:17:58.325057,1
19430,0,0,0,0,586,2022-09-06 18:17:58.325057,2
19083,0,0,0,4,721,2022-09-06 18:17:58.325057,3
19432,0,0,0,0,204,2022-09-06 18:17:58.325057,1
18760,0,0,0,24,1285,2022-09-06 18:17:58.325057,3
19433,0,0,0,0,108,2022-09-06 18:17:58.325057,1
19434,0,0,0,0,225,2022-09-06 18:17:58.325057,2
19429,13,0,0,0,922,2023-08-25 11:51:43.090038,4
19168,0,0,0,0,142,2022-09-06 18:17:58.325057,1
19438,21454,0,0,0,174,2023-06-16 14:22:05.962358,2
18887,0,0,8,0,142,2023-03-16 16:28:30.919286,3
19441,0,0,0,0,184,2022-09-06 18:17:58.325057,1
18524,0,0,0,0,47,2022-09-06 18:17:58.325057,2
19406,0,0,0,2,1193,2025-12-02 12:13:06.940635,3
18849,229594,0,0,0,1334,2023-08-15 10:24:46.243214,2
19436,26,0,0,0,581,2023-09-20 14:34:42.690548,3
19446,0,0,0,0,336,2022-09-06 18:17:58.325057,1
19447,0,0,0,0,568,2023-02-06 11:05:05.148751,3
19448,0,0,0,0,140,2022-09-06 18:17:58.325057,1
19450,9535,0,0,0,1134,2022-12-14 15:08:15.37554,4
19455,0,0,0,0,576,2022-09-06 18:17:58.325057,4
19456,0,0,8,0,112,2023-03-16 16:27:30.845856,4
18868,0,0,0,4,667,2022-09-06 18:17:58.325057,3
18292,0,0,0,0,62,2022-09-06 18:17:58.325057,1
19457,7952,0,0,1,1151,2023-08-15 10:45:43.086542,4
23065,1586595,0,0,0,1087,2024-04-04 18:52:45.558966,4
23516,250,0,0,0,887,2024-11-13 11:20:03.524904,4
19461,0,0,0,1,882,2022-09-06 18:17:58.325057,3
19462,0,0,8,0,74,2022-09-21 11:33:15.348902,3
19464,0,0,0,1,809,2022-09-06 18:17:58.325057,3
19442,4174,0,0,0,364,2024-11-18 16:20:13.445211,4
25004,512532,0,0,0,2249,2025-02-21 16:02:58.475356,4
19425,529542,0,0,0,846,2024-04-04 18:53:55.554514,4
19712,0,3,0,0,368,2024-12-13 12:38:23.544408,3
19730,0,3,0,0,374,2024-12-13 12:38:23.544408,3
19440,1532,0,0,0,128,2024-11-25 10:03:58.437646,4
18841,57248,0,0,0,134,2024-11-25 10:05:13.438783,4
19443,5565,0,0,0,212,2024-11-25 10:16:08.451617,4
18433,237191,0,6,0,182,2024-11-25 10:10:58.44376,4
19439,206,0,0,0,218,2024-11-25 10:16:23.43969,4
19437,9708,0,0,0,340,2024-11-25 10:32:53.441145,4
19451,13723,0,2,0,318,2024-11-25 10:30:03.437087,4
19414,3857,0,0,0,376,2024-11-25 10:36:38.442072,4
23396,90000,0,0,0,2089,2025-07-23 09:28:09.536683,4
19466,19691,0,0,0,270,2023-07-13 18:18:36.072235,2
18531,0,0,0,0,626,2022-09-06 18:17:58.325057,2
19467,14,0,0,0,835,2023-08-15 10:45:43.086542,4
18734,0,0,0,0,614,2022-09-06 18:17:58.325057,4
19468,0,0,3495,0,18,2023-03-16 16:24:10.470465,2
19469,0,0,0,0,340,2022-09-06 18:17:58.325057,1
19120,2818,0,0,0,186,2023-08-15 10:24:46.243214,2
19465,359136,0,0,0,338,2023-08-25 11:40:23.106196,2
19318,0,0,0,5,742,2022-09-06 18:17:58.325057,3
19472,0,0,0,1,827,2022-09-06 18:17:58.325057,3
18464,0,0,0,4,727,2022-09-06 18:17:58.325057,3
18588,0,0,0,0,611,2022-09-06 18:17:58.325057,4
19473,0,0,17,0,529,2023-03-16 16:20:14.234488,3
18881,0,0,0,13,1216,2022-09-06 18:17:58.325057,3
19476,0,0,336900,0,378,2023-03-16 16:34:08.015695,2
19471,10,0,0,0,260,2024-11-14 12:34:14.648542,3
19477,0,0,0,0,250,2022-09-06 18:17:58.325057,1
19478,0,0,3379693,0,24,2023-03-16 16:24:24.521075,2
19479,13,0,0,0,900,2023-08-25 11:51:43.090038,4
19480,0,0,0,0,579,2022-09-06 18:17:58.325057,2
22347,0,0,0,111,1759,2023-09-19 10:50:46.814507,3
19495,533499,0,0,0,583,2023-09-20 14:32:33.570132,2
19484,0,0,0,0,253,2023-02-06 11:05:05.148751,3
19487,0,0,43,0,529,2023-03-16 16:20:14.234488,4
19459,0,0,0,0,638,2022-09-06 18:17:58.325057,3
19486,7263,0,0,0,1181,2023-08-25 11:51:53.091417,4
19482,30,0,0,0,621,2023-08-25 11:51:53.091417,4
19116,0,0,0,0,538,2022-09-06 18:17:58.325057,2
19222,1872,0,0,0,605,2023-09-20 14:32:33.570132,2
19498,129,0,0,0,650,2023-09-20 14:32:33.570132,2
19489,67624,0,0,0,118,2023-06-05 11:27:15.222475,2
19491,0,0,30682,0,230,2022-09-21 11:38:18.58447,2
19492,0,0,5,0,168,2022-09-21 11:44:32.172928,4
19493,0,0,0,0,608,2022-09-06 18:17:58.325057,3
19501,349,0,0,0,1177,2023-08-25 11:40:23.106196,2
19494,114930,0,0,0,336,2023-08-15 10:24:46.243214,2
19496,0,0,0,0,324,2022-09-06 18:17:58.325057,1
19497,0,0,7,0,40,2023-03-16 16:25:01.847731,3
19500,0,0,0,0,547,2022-09-06 18:17:58.325057,2
18567,0,0,0,50,772,2022-09-06 18:17:58.325057,3
19503,0,0,0,0,285,2022-09-06 18:17:58.325057,2
19504,0,0,0,4,672,2022-09-06 18:17:58.325057,3
19505,0,0,107609,0,386,2023-03-16 16:34:12.454064,2
22646,171707,0,0,0,1894,2023-10-27 16:43:23.469425,2
19449,0,0,0,0,186,2022-09-06 18:17:58.325057,1
19506,0,0,0,0,256,2022-09-06 18:17:58.325057,1
19507,0,0,0,0,561,2022-09-06 18:17:58.325057,2
19508,0,0,0,0,22,2022-09-06 18:17:58.325057,1
19513,752187,0,0,0,92,2023-06-12 16:53:03.379964,2
19509,0,0,0,0,172,2022-09-06 18:17:58.325057,1
19510,0,0,0,0,544,2022-09-06 18:17:58.325057,4
19512,0,0,257431,0,154,2023-03-16 16:28:55.466431,2
19515,0,0,17932,0,122,2022-09-21 11:35:16.114259,2
19516,0,0,0,0,553,2023-02-06 11:05:05.148751,3
19517,0,0,0,0,639,2022-09-06 18:17:58.325057,3
19518,13,0,0,34,928,2023-08-25 11:51:53.091417,4
19519,0,0,0,0,566,2023-02-06 11:05:05.148751,3
19520,0,0,3,0,524,2023-03-16 16:16:57.528051,4
19527,27829,0,0,0,190,2023-08-15 10:24:46.243214,2
19522,0,0,659654,0,112,2023-03-16 16:27:30.845856,2
18714,0,0,0,10,798,2022-09-06 18:17:58.325057,3
18924,0,0,0,0,610,2022-09-06 18:17:58.325057,2
19526,0,0,0,0,606,2022-09-21 12:13:34.025079,2
19528,0,0,0,0,537,2022-09-06 18:17:58.325057,2
19530,16801,0,0,0,244,2023-06-05 11:27:15.222475,2
19529,0,0,0,1,707,2022-09-06 18:17:58.325057,3
19531,0,0,12683,0,296,2023-07-11 10:26:56.28554,2
18241,0,0,0,50,771,2022-09-06 18:17:58.325057,3
19521,10,0,0,0,250,2024-02-05 17:09:20.575011,3
18677,0,3,0,0,370,2024-12-13 12:38:23.544408,3
19481,450,0,0,0,235,2025-05-21 17:14:03.481414,4
23068,77083,0,0,0,1584,2024-04-04 18:45:15.572807,4
19368,3614,0,175,0,246,2024-11-25 10:15:23.432044,4
19511,7667,0,0,0,116,2024-11-25 10:02:58.448535,4
18707,5726,0,8,0,142,2024-11-25 10:05:43.463062,4
19470,68554,0,0,5,88,2024-11-25 09:59:53.436353,4
19248,24712,0,0,0,194,2024-11-25 10:13:08.450095,4
19499,2899,0,0,0,208,2024-11-25 10:15:38.462007,4
19514,1334,0,0,0,266,2024-11-25 10:23:08.439197,4
19143,2914,0,0,0,222,2024-11-25 10:18:08.447322,4
19488,2627,0,7,0,312,2024-11-25 10:29:23.44389,4
19524,3838,0,0,0,320,2024-11-25 10:30:18.440381,4
19525,79774,0,0,0,326,2024-11-25 10:30:48.442702,4
18231,0,0,0,31,736,2024-12-02 08:34:23.543915,3
19533,0,0,0,0,328,2022-09-06 18:17:58.325057,1
18866,0,0,26,0,938,2023-03-16 16:16:08.657035,4
19228,0,0,0,0,337,2022-09-06 18:17:58.325057,2
19594,142,0,0,0,597,2023-09-20 14:32:33.570132,2
19241,0,0,0,3,869,2022-09-06 18:17:58.325057,3
19535,0,0,0,0,390,2022-09-06 18:17:58.325057,1
19536,483,0,0,0,920,2023-08-25 11:40:23.106196,2
19539,0,0,0,0,539,2022-09-06 18:17:58.325057,2
19541,0,0,0,0,637,2022-09-06 18:17:58.325057,2
18725,13642,0,17529,0,246,2023-08-15 10:24:46.243214,2
19544,292950,0,0,0,334,2023-08-15 10:24:46.243214,2
19543,0,0,0,1,896,2022-09-06 18:17:58.325057,3
19006,13881,0,0,0,919,2023-10-18 08:42:21.764429,4
18665,0,0,0,11,719,2022-09-06 18:17:58.325057,3
19372,0,0,0,0,611,2022-09-06 18:17:58.325057,2
19545,0,0,0,0,508,2022-09-06 18:17:58.325057,3
19546,0,0,0,0,290,2022-09-06 18:17:58.325057,1
19547,0,0,0,0,164,2022-11-10 08:41:21.251934,4
19179,0,0,0,0,272,2022-09-06 18:17:58.325057,1
19548,0,0,0,0,573,2022-09-06 18:17:58.325057,2
19549,0,0,0,0,26,2022-09-06 18:17:58.325057,1
19551,32,0,0,0,644,2023-08-25 12:05:08.087838,4
19445,0,0,0,0,304,2022-09-06 18:17:58.325057,1
19552,0,0,0,0,350,2022-09-06 18:17:58.325057,1
19550,665,0,0,0,234,2023-06-05 11:27:15.222475,2
19553,0,0,0,0,549,2022-09-06 18:17:58.325057,2
19555,0,0,7,0,24,2023-03-16 16:24:24.521075,3
19560,271609,0,0,0,581,2023-09-20 14:32:33.570132,2
19540,472,0,0,0,599,2023-09-20 14:32:33.570132,2
19058,301,0,0,0,621,2023-09-20 14:32:33.570132,2
19556,0,0,0,1,812,2022-09-06 18:17:58.325057,3
19557,0,0,0,0,625,2023-02-06 11:05:05.148751,3
19562,0,0,0,1,885,2022-09-06 18:17:58.325057,3
19564,25104,0,0,0,208,2023-07-05 10:34:53.364512,2
19572,2175,0,0,0,648,2023-09-20 14:32:33.570132,2
19570,29,0,0,0,598,2023-08-15 10:45:43.086542,4
19563,0,0,0,0,82,2022-09-06 18:17:58.325057,1
19566,0,0,222683,0,98,2023-03-16 16:27:02.036545,2
19569,0,0,0,0,114,2022-09-06 18:17:58.325057,1
18347,0,0,0,59,1067,2023-03-01 10:45:11.026145,4
19295,0,0,0,1,620,2023-02-06 11:05:05.148751,3
19573,0,0,4062,0,74,2022-09-21 11:33:15.348902,2
19575,0,0,0,0,601,2022-11-10 10:51:51.243982,4
19593,7361,0,0,0,528,2024-10-07 15:50:37.48087,2
19091,0,3,0,0,372,2024-12-13 12:38:23.544408,3
19579,0,0,0,0,210,2022-09-06 18:17:58.325057,1
19580,0,0,103094,0,639,2023-03-16 16:18:04.180009,2
19574,7,0,0,0,216,2023-06-16 14:50:22.803537,4
19082,38602,0,0,0,1278,2022-12-14 12:06:20.228626,4
18438,161147,0,0,0,534,2024-10-07 15:50:37.48087,2
19584,0,0,0,0,230,2022-09-06 18:17:58.325057,1
18554,0,0,0,23,872,2022-09-06 18:17:58.325057,3
19586,0,0,0,0,164,2022-11-10 08:39:50.057192,2
19067,0,0,15,0,550,2022-09-20 14:09:48.767303,4
19588,5954,0,0,0,284,2023-08-24 11:37:15.357814,2
19587,0,0,0,0,46,2022-09-06 18:17:58.325057,1
19589,13163,0,0,0,90,2023-06-05 11:27:15.222475,2
19590,0,0,0,0,575,2022-09-06 18:17:58.325057,2
19591,0,0,0,0,609,2022-09-21 12:13:34.025079,2
18877,0,0,17,0,550,2022-09-20 14:09:48.767303,3
19592,103,0,0,0,1090,2023-08-25 12:05:08.087838,4
18667,0,0,0,50,789,2022-09-06 18:17:58.325057,3
18962,0,0,25859116,0,272,2023-09-01 09:16:26.778799,2
19596,7931,0,0,0,390,2023-08-25 11:40:23.106196,2
19597,0,0,0,0,651,2022-09-06 18:17:58.325057,4
19599,0,0,0,0,850,2023-04-03 15:58:42.273421,2
19598,0,0,0,0,511,2022-09-06 18:17:58.325057,2
18822,233750,0,0,0,850,2023-09-26 10:29:11.769867,4
19542,208405,0,0,0,96,2024-06-19 19:10:02.118173,2
19583,10,0,0,0,270,2024-02-16 14:23:13.265956,3
23072,591622,0,0,0,1086,2024-04-04 18:50:50.558855,4
21382,9991,4,0,0,1263,2025-07-21 17:56:35.303476,3
22439,0,0,0,46,1733,2023-09-27 11:51:26.756651,3
22951,0,0,0,10,1940,2024-01-03 09:16:14.20385,3
19532,0,0,0,3,1294,2025-03-19 18:04:58.557528,3
23492,0,0,0,3,2132,2024-10-17 17:19:55.893109,3
19538,15475,0,0,0,180,2024-11-25 10:10:13.437688,4
19534,3211,0,0,0,190,2024-11-25 10:12:08.449697,4
19581,3275,0,0,0,192,2024-11-25 10:12:23.441971,4
19567,6634,0,0,0,342,2024-11-25 10:33:08.438363,4
18635,14374,0,0,0,240,2024-11-25 10:20:38.456815,4
19571,1129,0,0,0,372,2024-11-25 10:36:08.445962,4
19601,0,0,17,0,523,2023-03-16 16:19:54.946275,3
18651,0,0,0,2,808,2022-09-06 18:17:58.325057,3
19629,671,0,0,0,600,2023-09-20 14:32:33.570132,2
19602,0,0,0,0,545,2022-09-06 18:17:58.325057,2
18480,0,0,0,0,452,2024-06-18 02:00:50.820748,3
18906,0,0,0,11,728,2022-09-06 18:17:58.325057,3
19604,0,0,0,0,638,2022-09-06 18:17:58.325057,4
19605,0,0,0,0,320,2022-09-06 18:17:58.325057,1
19608,0,0,0,0,300,2022-09-06 18:17:58.325057,1
19609,0,0,0,2,874,2022-09-06 18:17:58.325057,3
19610,0,0,401166,0,130,2023-03-16 16:27:55.189277,2
19611,0,0,7,0,322,2023-03-16 16:32:38.69112,4
19612,0,0,8,0,112,2023-03-16 16:27:30.845856,3
19613,0,0,13,0,939,2023-03-16 16:16:08.657035,4
18652,24899,0,0,0,222,2023-06-05 11:27:15.222475,2
19615,0,0,9976,0,510,2023-03-16 16:17:10.0173,2
19422,0,4,0,0,82,2024-12-13 12:38:23.544408,3
19616,0,0,0,0,388,2022-09-06 18:17:58.325057,1
19617,0,0,374,0,516,2023-03-16 16:15:40.36336,2
19620,0,0,0,0,252,2022-09-06 18:17:58.325057,1
19621,0,0,0,0,66,2022-09-06 18:17:58.325057,1
18771,0,0,0,50,790,2022-09-06 18:17:58.325057,3
19576,312396,0,0,0,921,2023-08-15 10:24:46.243214,2
19600,0,0,0,0,622,2022-09-06 18:17:58.325057,4
19624,0,0,0,0,531,2022-09-06 18:17:58.325057,4
18565,14,0,0,8,836,2023-08-25 11:51:43.090038,4
18821,0,0,0,50,785,2022-09-06 18:17:58.325057,3
19625,26,0,0,0,602,2023-08-15 10:45:43.086542,4
19630,608292,0,0,0,28,2023-08-25 11:40:23.106196,2
19631,0,0,0,0,242,2022-09-06 18:17:58.325057,1
19118,0,0,0,0,618,2022-09-06 18:17:58.325057,4
19079,0,0,0,0,628,2022-12-14 00:21:25.366687,3
19628,103,0,0,0,1089,2023-08-25 12:05:08.087838,4
19633,0,0,0,0,150,2022-09-06 18:17:58.325057,1
18596,0,0,0,50,769,2022-09-06 18:17:58.325057,3
23074,0,0,0,0,1585,2024-04-04 18:53:55.554514,4
19634,8006,0,0,0,252,2023-07-05 10:34:53.364512,2
19640,66685,0,0,0,116,2023-08-03 12:22:41.326018,2
19638,30,0,0,0,600,2023-08-15 10:45:43.086542,4
19639,0,0,0,2,710,2022-09-06 18:17:58.325057,3
18261,0,0,0,28,802,2022-09-06 18:17:58.325057,3
19641,0,0,827556,0,274,2023-03-16 16:31:06.0771,2
19223,0,0,343381,0,1245,2023-06-23 15:42:35.592572,2
19643,0,0,0,0,562,2022-09-06 18:17:58.325057,2
18828,26090,0,5,0,52,2024-11-25 09:56:58.455081,4
19644,0,0,7,0,312,2023-03-16 16:32:34.556471,3
19646,0,0,0,0,559,2023-02-06 11:05:05.148751,3
19647,0,0,76,0,513,2023-03-16 16:16:30.19711,2
19648,0,0,0,0,556,2022-09-06 18:17:58.325057,2
19650,116332,0,0,0,242,2023-07-13 18:18:36.072235,2
18591,0,0,0,2,879,2022-09-06 18:17:58.325057,3
18209,0,0,0,8,646,2022-09-06 18:17:58.325057,3
19108,31,0,0,0,616,2023-08-15 10:45:43.086542,4
18755,0,0,2068318,0,182,2023-03-16 16:29:27.711367,2
19652,0,0,0,0,642,2022-09-06 18:17:58.325057,2
19568,0,0,0,2,806,2022-09-06 18:17:58.325057,3
19386,0,0,0,0,1221,2023-06-22 11:47:22.80251,4
19653,0,0,7,0,26,2023-03-16 16:24:30.15959,3
18545,0,0,0,50,786,2022-09-06 18:17:58.325057,3
19656,4443,0,0,0,282,2023-06-16 14:22:05.962358,2
19655,0,0,17,0,592,2023-03-16 16:18:48.567813,3
18649,0,0,0,25,782,2022-09-06 18:17:58.325057,3
19626,0,0,0,0,615,2022-09-06 18:17:58.325057,2
19657,0,0,6,0,296,2023-07-11 10:26:56.28554,3
19658,0,0,0,0,106,2022-09-06 18:17:58.325057,1
19270,0,0,0,0,617,2022-09-06 18:17:58.325057,4
19660,0,0,0,1,731,2022-09-06 18:17:58.325057,3
19201,0,0,0,2,797,2022-09-06 18:17:58.325057,3
18764,0,0,0,0,63,2022-09-06 18:17:58.325057,2
19662,0,0,7,0,224,2023-03-16 16:30:15.499427,3
18551,205263,0,0,0,937,2023-09-14 17:35:40.720033,2
19637,529529,0,0,0,330,2024-09-24 14:47:26.297218,2
19431,0,0,0,3,824,2024-01-26 11:58:39.184287,3
18702,0,0,0,6,700,2023-10-23 12:11:26.848749,3
19302,1026971,0,0,1,625,2025-07-17 11:08:14.527169,4
19635,477,0,0,0,110,2024-11-25 10:02:33.438209,4
19614,521,0,0,0,282,2024-11-25 10:25:48.445705,4
19649,36805,0,0,0,166,2024-11-25 10:08:13.442668,4
19659,9291,0,0,0,264,2024-11-25 10:22:53.437974,4
19622,233646,0,0,0,82,2024-11-25 10:24:33.433037,4
19627,3328,0,0,0,352,2024-11-25 10:34:08.434951,4
19654,27285,0,0,0,380,2024-11-25 10:37:08.435705,4
19661,13,0,0,0,921,2023-08-15 10:45:43.086542,4
19666,119662,0,0,0,290,2023-08-25 11:40:23.106196,2
19664,0,0,0,0,352,2022-09-06 18:17:58.325057,1
19667,0,0,0,0,183,2022-09-06 18:17:58.325057,2
18685,0,0,0,0,476,2024-06-18 02:04:05.814414,3
19669,0,0,0,0,348,2022-09-06 18:17:58.325057,1
19276,0,0,0,0,627,2022-09-06 18:17:58.325057,4
19670,0,0,0,0,536,2022-09-06 18:17:58.325057,2
19523,0,0,3345,0,552,2023-06-02 15:30:35.281664,4
19700,10371,0,0,0,590,2023-09-20 14:32:33.570132,2
19671,0,0,57266,0,140,2023-03-16 16:28:23.712161,2
18448,0,0,0,0,634,2022-09-06 18:17:58.325057,2
19673,0,0,161282,0,60,2022-09-21 11:53:03.673721,2
18404,0,0,0,28,664,2022-09-06 18:17:58.325057,3
19674,0,0,0,0,234,2022-09-06 18:17:58.325057,1
18223,0,0,0,0,222,2022-09-06 18:17:58.325057,1
18871,0,0,0,0,47,2022-12-14 00:31:45.364558,3
18453,0,0,0,0,622,2022-09-06 18:17:58.325057,2
19678,7,0,0,0,326,2023-02-03 12:15:23.897353,3
18814,0,0,0,2,804,2022-09-06 18:17:58.325057,3
19680,0,0,0,1,841,2022-09-06 18:17:58.325057,3
18934,0,0,7,0,246,2022-10-26 14:17:36.72804,3
19585,0,0,0,0,614,2022-09-06 18:17:58.325057,2
19683,0,0,0,1,675,2022-09-06 18:17:58.325057,3
18899,0,0,0,50,760,2022-09-06 18:17:58.325057,3
19684,0,0,225,0,512,2023-03-16 16:22:01.442942,2
19685,7,0,0,0,216,2023-02-03 12:13:33.931194,3
19686,0,0,7,0,18,2023-03-16 16:24:10.470465,3
19677,7999,0,0,0,572,2024-01-19 16:32:44.089894,4
19688,0,0,8,0,138,2023-03-16 16:28:16.986385,4
19305,0,4,0,0,86,2024-12-13 12:38:23.544408,3
18917,0,0,0,11,925,2022-09-06 18:17:58.325057,3
19692,0,0,0,0,268,2022-09-06 18:17:58.325057,1
18672,805755,0,0,0,919,2023-12-11 14:22:11.639546,2
18683,0,0,0,6,662,2023-06-07 10:00:47.818898,3
19703,500,0,0,0,598,2023-09-20 14:32:33.570132,2
18895,0,0,0,50,768,2022-09-06 18:17:58.325057,3
19696,511813,0,0,0,78,2023-06-05 11:27:15.222475,2
19698,18817,0,0,0,368,2023-08-15 10:24:46.243214,2
18611,0,0,0,44,908,2022-09-06 18:17:58.325057,3
19694,0,0,0,0,539,2022-09-06 18:17:58.325057,4
19695,0,0,8,0,138,2023-03-16 16:28:16.986385,3
18951,0,0,0,50,777,2022-09-06 18:17:58.325057,3
18428,0,0,0,50,780,2022-09-06 18:17:58.325057,3
19699,0,0,0,0,546,2022-09-06 18:17:58.325057,2
19706,993067,0,0,0,22,2023-06-12 16:53:03.379964,2
19705,285369,0,0,0,216,2023-06-16 14:22:05.962358,2
19707,55979,0,0,0,184,2023-08-15 10:24:46.243214,2
18794,7,0,0,0,304,2024-05-15 11:37:17.013762,3
19701,115103,0,0,0,396,2023-08-15 10:24:46.243214,2
19010,0,0,0,0,240,2022-09-06 18:17:58.325057,1
18455,0,0,0,50,765,2022-09-06 18:17:58.325057,3
19704,0,0,0,0,294,2022-09-06 18:17:58.325057,1
19709,13082,0,0,0,100,2023-06-12 16:53:03.379964,2
19708,9978,0,0,0,1229,2022-12-14 15:08:15.37554,4
18815,0,0,0,7,702,2022-09-06 18:17:58.325057,3
18717,0,0,0,0,86,2022-09-06 18:17:58.325057,1
19711,0,0,0,0,280,2022-09-06 18:17:58.325057,1
22055,0,0,0,0,3,2023-09-16 20:15:41.765842,8
