id,correios_code,fnde_code,ibge_code,inss_code,siafi_code,name,state_id
1468,26930,311210,3112109,11121,4241,Caparaó,13
1469,26948,311220,3112208,11122,4243,Capela Nova,13
1470,26956,311230,3112307,11123,4245,Capelinha,13
1471,26964,311240,3112406,11124,4247,Capetinga,13
1472,26972,311250,3112505,11125,4249,Capim Branco,13
1473,26980,311260,3112604,11126,4251,Capinópolis,13
1474,27006,317400,3112653,11727,2651,Capitão Andrade,13
1475,27014,311270,3112703,11127,4253,Capitão Enéas,13
1476,27022,311280,3112802,11128,4255,Capitólio,13
1477,27030,311290,3112901,11129,4257,Caputira,13
1479,27057,311310,3113107,11131,4261,Caranaíba,13
1480,27065,311320,3113206,11132,4263,Carandaí,13
1481,27073,311330,3113305,11133,4265,Carangola,13
1482,27081,311340,3113404,11134,4267,Caratinga,13
1483,27090,311350,3113503,11135,4269,Carbonita,13
1484,27111,311360,3113602,11136,4271,Careaçu,13
1485,27146,311370,3113701,11137,4273,Carlos Chagas,13
1486,27154,311380,3113800,11138,4275,Carmésia,13
1487,27162,311390,3113909,11139,4277,Carmo da Cachoeira,13
1488,27170,311400,3114006,11140,4279,Carmo da Mata,13
1489,27189,311410,3114105,11141,4281,Carmo de Minas,13
1490,27197,311420,3114204,11142,4283,Carmo do Cajuru,13
1491,27200,311430,3114303,11143,4285,Carmo do Paranaíba,13
1492,27219,311440,3114402,11144,4287,Carmo do Rio Claro,13
1493,27227,311450,3114501,11145,4289,Carmópolis de Minas,13
1494,27235,317260,3114550,11728,2685,Carneirinho,13
1495,27251,311460,3114600,11146,4291,Carrancas,13
1496,27278,311470,3114709,11147,4293,Carvalhópolis,13
1497,27286,311480,3114808,11148,4295,Carvalhos,13
1498,27294,311490,3114907,11149,4297,Casa Grande,13
1499,27308,311500,3115003,11150,4299,Cascalho Rico,13
1500,27316,311510,3115102,11151,4301,Cássia,13
1501,27340,311530,3115300,11153,4305,Cataguases,13
1502,27367,317740,3115359,11780,584,Catas Altas,13
1503,27375,311540,3115409,11154,4307,Catas Altas da Noruega,13
1504,27391,317370,3115458,11729,2653,Catuji,13
1505,106089,318230,3115474,11781,586,Catuti,13
1506,27421,311550,3115508,11155,4309,Caxambu,13
1507,27430,311560,3115607,11156,4311,Cedro do Abaeté,13
1508,27464,311570,3115706,11157,4313,Central de Minas,13
1478,27049,311300,3113008,11130,4259,Caraí,13
1509,27480,311580,3115805,11158,4315,Centralina,13
1510,27510,311590,3115904,11159,4317,Chácara,13
1511,27529,311600,3116001,11160,4319,Chalé,13
1512,27553,311610,3116100,11161,4321,Chapada do Norte,13
1513,105635,317800,3116159,11782,588,Chapada Gaúcha,13
1514,27570,311620,3116209,11162,4323,Chiador,13
1515,27600,311630,3116308,11163,4325,Cipotânea,13
1516,27634,311640,3116407,11164,4327,Claraval,13
1517,27650,311650,3116506,11165,4329,Claro dos Poções,13
1518,27669,311660,3116605,11166,4331,Cláudio,13
1519,27707,311670,3116704,11167,4333,Coimbra,13
1520,27740,311680,3116803,11168,4335,Coluna,13
1521,27758,311690,3116902,11169,4337,Comendador Gomes,13
1522,27766,311700,3117009,11170,4339,Comercinho,13
1523,27774,311710,3117108,11171,4341,Conceição da Aparecida,13
1524,27324,311520,3115201,11152,4303,Conceição da Barra de Minas,13
1525,27820,311730,3117306,11173,4345,Conceição das Alagoas,13
1526,27839,311720,3117207,11172,4343,Conceição das Pedras,13
1527,27847,311740,3117405,11174,4347,Conceição de Ipanema,13
1528,27910,311750,3117504,11175,4349,Conceição do Mato Dentro,13
1529,27928,311760,3117603,11176,4351,Conceição do Pará,13
1530,27944,311770,3117702,11177,4353,Conceição do Rio Verde,13
1531,27952,311780,3117801,11178,4355,Conceição dos Ouros,13
1532,27995,317630,3117836,11783,590,Cônego Marinho,13
1533,28002,318190,3117876,11784,592,Confins,13
1534,28010,311790,3117900,11179,4357,Congonhal,13
1535,28029,311800,3118007,11180,4359,Congonhas,13
1327,18139,320500,3205002,7050,5699,Serra,9
1536,28037,311810,3118106,11181,4361,Congonhas do Norte,13
1537,28045,311820,3118205,11182,4363,Conquista,13
1538,28053,311830,3118304,11183,4365,Conselheiro Lafaiete,13
1539,28070,311840,3118403,11184,4367,Conselheiro Pena,13
1540,28088,311850,3118502,11185,4369,Consolação,13
1541,28096,311860,3118601,11186,4371,Contagem,13
1542,28126,311870,3118700,11187,4373,Coqueiral,13
1543,28134,311880,3118809,11188,4375,Coração de Jesus,13
1544,28142,311890,3118908,11189,4377,Cordisburgo,13
1545,28150,311900,3119005,11190,4379,Cordislândia,13
1546,28177,311910,3119104,11191,4381,Corinto,13
1547,28185,311920,3119203,11192,4383,Coroaci,13
1548,28193,311930,3119302,11193,4385,Coromandel,13
1549,28207,311940,3119401,11194,4387,Coronel Fabriciano,13
1552,28231,311970,3119708,11197,4393,Coronel Xavier Chaves,13
1553,28240,311980,3119807,11198,4395,Córrego Danta,13
1554,28266,311990,3119906,11199,4397,Córrego do Bom Jesus,13
1555,28282,317870,3119955,11785,594,Córrego Fundo,13
1556,28290,312000,3120003,11200,4399,Córrego Novo,13
1557,28355,312010,3120102,11201,4401,Couto de Magalhães de Minas,13
1558,28371,318370,3120151,11786,596,Crisólita,13
1559,28398,312020,3120201,11202,4403,Cristais,13
1560,28401,312030,3120300,11203,4405,Cristália,13
1561,28410,312040,3120409,11204,4407,Cristiano Otoni,13
1562,28428,312050,3120508,11205,4409,Cristina,13
1563,28436,312060,3120607,11206,4411,Crucilândia,13
1564,28452,312070,3120706,11207,4413,Cruzeiro da Fortaleza,13
1565,28487,312080,3120805,11208,4415,Cruzília,13
1566,28517,318290,3120839,11787,598,Cuparaque,13
1567,28533,318000,3120870,11788,600,Curral de Dentro,13
1568,28541,312090,3120904,11209,4417,Curvelo,13
1569,28550,312100,3121001,11210,4419,Datas,13
1570,28568,312110,3121100,11211,4421,Delfim Moreira,13
1571,28576,312120,3121209,11212,4423,Delfinópolis,13
1572,98884,312125,3121258,11789,602,Delta,13
1573,28614,312130,3121308,11213,4425,Descoberto,13
1574,28657,312140,3121407,11214,4427,Desterro de Entre Rios,13
1575,28665,312150,3121506,11215,4429,Desterro do Melo,13
1576,28681,312160,3121605,11216,4431,Diamantina,13
1577,28711,312170,3121704,11217,4433,Diogo de Vasconcelos,13
1578,28720,312180,3121803,11218,4435,Dionísio,13
1581,28754,312210,3122108,11221,4441,Divino das Laranjeiras,13
1582,28789,312220,3122207,11222,4443,Divinolândia de Minas,13
1583,28797,312230,3122306,11223,4445,Divinópolis,13
1584,28800,318100,3122355,11730,604,Divisa Alegre,13
1585,28819,312240,3122405,11224,4447,Divisa Nova,13
1586,28827,317240,3122454,11731,2657,Divisópolis,13
1587,39616,312247,3122470,11790,606,Dom Bosco,13
1588,28851,312250,3122504,11225,4449,Dom Cavati,13
1589,28860,312260,3122603,11226,4451,Dom Joaquim,13
1590,28886,312270,3122702,11227,4453,Dom Silvério,13
1591,28894,312280,3122801,11228,4455,Dom Viçoso,13
1593,28924,312300,3123007,11230,4459,Dores de Campos,13
1594,28932,312310,3123106,11231,4461,Dores de Guanhães,13
1595,28940,312320,3123205,11232,4463,Dores do Indaiá,13
1596,28967,312330,3123304,11233,4465,Dores do Turvo,13
1597,28975,312340,3123403,11234,4467,Doresópolis,13
1598,28991,312350,3123502,11235,4469,Douradoquara,13
1599,29025,317280,3123528,11732,2675,Durandé,13
1600,29041,312360,3123601,11236,4471,Elói Mendes,13
1601,29068,312370,3123700,11237,4473,Engenheiro Caldas,13
1602,29092,312380,3123809,11238,4475,Engenheiro Navarro,13
1603,29130,317550,3123858,11733,2663,Entre Folhas,13
1605,29173,312400,3124005,11240,4479,Ervália,13
1606,29181,312410,3124104,11241,4481,Esmeraldas,13
1607,29203,312420,3124203,11242,4483,Espera Feliz,13
1608,29211,312430,3124302,11243,4485,Espinosa,13
1609,29220,312440,3124401,11244,4487,Espírito Santo do Dourado,13
1610,29262,312450,3124500,11245,4489,Estiva,13
1611,29289,312460,3124609,11246,4491,Estrela Dalva,13
1612,29300,312470,3124708,11247,4493,Estrela do Indaiá,13
1613,29319,312480,3124807,11248,4495,Estrela do Sul,13
1614,29327,312490,3124906,11249,4497,Eugenópolis,13
1615,29343,312500,3125002,11250,4499,Ewbank da Câmara,13
1616,29378,312510,3125101,11251,4501,Extrema,13
1617,29386,312520,3125200,11252,4503,Fama,13
1618,29394,312530,3125309,11253,4505,Faria Lemos,13
1619,29459,312540,3125408,11254,4507,Felício dos Santos,13
1620,29483,312560,3125606,11256,4511,Felisburgo,13
1621,29491,312570,3125705,11257,4513,Felixlândia,13
1622,29513,312580,3125804,11258,4515,Fernandes Tourinho,13
1623,29556,312590,3125903,11259,4517,Ferros,13
1624,29572,317350,3125952,11734,2683,Fervedouro,13
1625,29645,312600,3126000,11260,4519,Florestal,13
1626,29670,312610,3126109,11261,4521,Formiga,13
1627,29688,312620,3126208,11262,4523,Formoso,13
1628,29696,312630,3126307,11263,4525,Fortaleza de Minas,13
1629,29700,312640,3126406,11264,4527,Fortuna de Minas,13
1630,29718,312650,3126505,11265,4529,Francisco Badaró,13
1631,29726,312660,3126604,11266,4531,Francisco Dumont,13
1632,29734,312670,3126703,11267,4533,Francisco Sá,13
1633,29742,318350,3126752,11791,608,Franciscópolis,13
1634,29769,312680,3126802,11268,4535,Frei Gaspar,13
1635,29785,312690,3126901,11269,4537,Frei Inocêncio,13
1636,29807,312695,3126950,11792,610,Frei Lagonegro,13
1637,29840,312700,3127008,11270,4539,Fronteira,13
1638,29858,312705,3127057,11468,4935,Fronteira dos Vales,13
1639,106119,318320,3127073,11793,612,Fruta de Leite,13
1641,29882,312720,3127206,11272,4543,Funilândia,13
1642,29920,312730,3127305,11273,4545,Galiléia,13
1643,29947,312733,3127339,11794,614,Gameleiras,13
1644,30015,318010,3127354,11795,616,Glaucilândia,13
1645,93980,318080,3127370,11796,618,Goiabeira,13
1646,30058,317680,3127388,11797,620,Goianá,13
1647,30074,312740,3127404,11274,4547,Gonçalves,13
1648,30104,312750,3127503,11275,4549,Gonzaga,13
1650,30147,312770,3127701,11277,4553,Governador Valadares,13
1651,30171,312780,3127800,11278,4555,Grão Mogol,13
1652,30198,312790,3127909,11279,4557,Grupiara,13
1653,30228,312800,3128006,11280,4559,Guanhães,13
1654,30236,312810,3128105,11281,4561,Guapé,13
1655,30244,312820,3128204,11282,4563,Guaraciaba,13
1656,30252,312825,3128253,11798,622,Guaraciama,13
1657,30260,312830,3128303,11283,4565,Guaranésia,13
1659,30295,312850,3128501,11285,4569,Guarará,13
1661,30350,312870,3128709,11287,4573,Guaxupé,13
1662,30368,312880,3128808,11288,4575,Guidoval,13
1663,30376,312890,3128907,11289,4577,Guimarânia,13
1664,30392,312900,3129004,11290,4579,Guiricema,13
1665,30406,312910,3129103,11291,4581,Gurinhatã,13
1666,30414,312920,3129202,11292,4583,Heliodora,13
1667,30465,312930,3129301,11293,4585,Iapu,13
1668,30473,312940,3129400,11294,4587,Ibertioga,13
1669,30481,312950,3129509,11295,4589,Ibiá,13
1670,30490,312960,3129608,11296,4591,Ibiaí,13
1671,30503,318240,3129657,11799,624,Ibiracatu,13
1674,30546,312990,3129905,11299,4597,Ibitiúra de Minas,13
1675,30554,313000,3130002,11300,4599,Ibituruna,13
1676,27812,317360,3130051,11736,2693,Icaraí de Minas,13
1677,30570,313010,3130101,11301,4601,Igarapé,13
1678,30589,313020,3130200,11302,4603,Igaratinga,13
1679,30597,313030,3130309,11303,4605,Iguatama,13
1680,30600,313040,3130408,11304,4607,Ijaci,13
1681,30635,313050,3130507,11305,4609,Ilicínea,13
1682,30643,318070,3130556,11800,626,Imbé de Minas,13
1683,30651,313060,3130606,11306,4611,Inconfidentes,13
1684,30660,317830,3130655,11801,628,Indaiabira,13
1685,30686,313070,3130705,11307,4613,Indianópolis,13
1686,30694,313080,3130804,11308,4615,Ingaí,13
1687,30716,313090,3130903,11309,4617,Inhapim,13
1688,30724,313100,3131000,11310,4619,Inhaúma,13
1689,30732,313110,3131109,11311,4621,Inimutaba,13
1690,30740,317340,3131158,11737,2665,Ipaba,13
1691,30759,313120,3131208,11312,4623,Ipanema,13
1692,30767,313130,3131307,11313,4625,Ipatinga,13
1693,30775,313140,3131406,11314,4627,Ipiaçu,13
1694,30791,313150,3131505,11315,4629,Ipuiúna,13
1695,30805,313160,3131604,11316,4631,Iraí de Minas,13
1696,30813,313170,3131703,11317,4633,Itabira,13
1698,30830,313190,3131901,11319,4637,Itabirito,13
1700,30864,313210,3132107,11321,4641,Itacarambi,13
1701,30899,313220,3132206,11322,4643,Itaguara,13
1702,30910,313230,3132305,11323,4645,Itaipé,13
1703,30929,313240,3132404,11324,4647,Itajubá,13
1704,30945,313250,3132503,11325,4649,Itamarandiba,13
1705,30961,313260,3132602,11326,4651,Itamarati de Minas,13
1706,30970,313270,3132701,11327,4653,Itambacuri,13
1707,30988,313280,3132800,11328,4655,Itambé do Mato Dentro,13
1708,31003,313290,3132909,11329,4657,Itamogi,13
1709,31011,313300,3133006,11330,4659,Itamonte,13
1710,31038,313310,3133105,11331,4661,Itanhandu,13
1711,31046,313320,3133204,11332,4663,Itanhomi,13
1712,31054,313330,3133303,11333,4665,Itaobim,13
1713,31062,313340,3133402,11334,4667,Itapagipe,13
1714,31089,313350,3133501,11335,4669,Itapecerica,13
1715,31097,313360,3133600,11336,4671,Itapeva,13
1716,31127,313370,3133709,11337,4673,Itatiaiuçu,13
1717,31135,313375,3133758,11723,5731,Itaú de Minas,13
1718,31143,313380,3133808,11338,4675,Itaúna,13
1719,31160,313390,3133907,11339,4677,Itaverava,13
1720,31186,313400,3134004,11340,4679,Itinga,13
1721,31208,313410,3134103,11341,4681,Itueta,13
1722,31224,313420,3134202,11342,4683,Ituiutaba,13
1723,31232,313430,3134301,11343,4685,Itumirim,13
1724,31240,313440,3134400,11344,4687,Iturama,13
1725,31259,313450,3134509,11345,4689,Itutinga,13
1726,31275,313460,3134608,11346,4691,Jaboticatubas,13
1727,31305,313470,3134707,11347,4693,Jacinto,13
1729,31321,313490,3134905,11349,4697,Jacutinga,13
1730,31330,313500,3135001,11350,4699,Jaguaraçu,13
1731,31372,317530,3135050,11738,2893,Jaíba,13
1732,31380,317560,3135076,11739,2655,Jampruca,13
1733,31399,313510,3135100,11351,4701,Janaúba,13
1734,31402,313520,3135209,11352,4703,Januária,13
1735,31410,313530,3135308,11353,4705,Japaraíba,13
1736,31429,317840,3135357,11802,630,Japonvar,13
1737,31445,313540,3135407,11354,4707,Jeceaba,13
1738,29998,317860,3135456,11803,632,Jenipapo de Minas,13
1739,31453,313550,3135506,11355,4709,Jequeri,13
1740,31461,313560,3135605,11356,4711,Jequitaí,13
1741,31470,313570,3135704,11357,4713,Jequitibá,13
1742,31488,313580,3135803,11358,4715,Jequitinhonha,13
1743,31496,313590,3135902,11359,4717,Jesuânia,13
1744,31500,313600,3136009,11360,4719,Joaíma,13
1745,31518,313610,3136108,11361,4721,Joanésia,13
1746,31526,313620,3136207,11362,4723,João Monlevade,13
1747,31534,313630,3136306,11363,4725,João Pinheiro,13
1748,31542,313640,3136405,11364,4727,Joaquim Felício,13
1749,31550,313650,3136504,11365,4729,Jordânia,13
1750,31577,318140,3136520,11804,634,José Gonçalves de Minas,13
1751,31585,318360,3136553,11805,636,José Raydan,13
1752,31607,318130,3136579,11806,638,Josenópolis,13
1753,31615,317300,3136652,11740,2691,Juatuba,13
1754,31640,313670,3136702,11367,4733,Juiz de Fora,13
1755,31666,313680,3136801,11368,4735,Juramento,13
1756,31682,313690,3136900,11369,4737,Juruaia,13
1757,31712,317660,3136959,11807,640,Juvenília,13
1758,31739,313700,3137007,11370,4739,Ladainha,13
1759,31747,313710,3137106,11371,4741,Lagamar,13
1760,31763,313720,3137205,11372,4743,Lagoa da Prata,13
1761,31771,313730,3137304,11373,4745,Lagoa dos Patos,13
1762,31780,313740,3137403,11374,4747,Lagoa Dourada,13
1763,31798,313750,3137502,11375,4749,Lagoa Formosa,13
1764,31801,317420,3137536,11741,2905,Lagoa Grande,13
1765,31810,313760,3137601,11376,4751,Lagoa Santa,13
1766,31828,313770,3137700,11377,4753,Lajinha,13
1767,31836,313780,3137809,11378,4755,Lambari,13
1768,31844,313790,3137908,11379,4757,Lamim,13
1769,31879,313800,3138005,11380,4759,Laranjal,13
1770,31895,313810,3138104,11381,4761,Lassance,13
1771,31909,313820,3138203,11382,4763,Lavras,13
1772,31917,313830,3138302,11383,4765,Leandro Ferreira,13
1773,31925,318050,3138351,11808,642,Leme do Prado,13
1774,31933,313840,3138401,11384,4767,Leopoldina,13
1775,31950,313850,3138500,11385,4769,Liberdade,13
1776,31968,313860,3138609,11386,4771,Lima Duarte,13
1777,31976,317270,3138625,11742,2687,Limeira do Oeste,13
1778,32018,317570,3138658,11743,2695,Lontra,13
1779,32042,317760,3138674,11809,644,Luisburgo,13
133,23124,210560,2105609,9056,811,Joselândia,10
1780,32050,313868,3138682,11810,646,Luislândia,13
1781,32085,313870,3138708,11387,4773,Luminárias,13
1782,32107,313880,3138807,11388,4775,Luz,13
1783,32123,313890,3138906,11389,4777,Machacalis,13
1784,32131,313900,3139003,11390,4779,Machado,13
1785,32158,313910,3139102,11391,4781,Madre de Deus de Minas,13
1786,32190,313920,3139201,11392,4783,Malacacheta,13
1787,32204,317330,3139250,11744,2895,Mamonas,13
1788,32212,313930,3139300,11393,4785,Manga,13
1789,32220,313940,3139409,11394,4787,Manhuaçu,13
1790,32239,313950,3139508,11395,4789,Manhumirim,13
1791,32247,313960,3139607,11396,4791,Mantena,13
1792,32263,313980,3139805,11398,4795,Mar de Espanha,13
1793,32280,313970,3139706,11397,4793,Maravilhas,13
1794,32298,313990,3139904,11399,4797,Maria da Fé,13
1796,32310,314010,3140100,11401,4801,Marilac,13
1797,32336,317880,3140159,11811,648,Mário Campos,13
1798,32344,314020,3140209,11402,4803,Maripá de Minas,13
1799,32352,314030,3140308,11403,4805,Marliéria,13
1800,32360,314040,3140407,11404,4807,Marmelópolis,13
1801,32387,314050,3140506,11405,4809,Martinho Campos,13
1802,32417,318040,3140530,11812,650,Martins Soares,13
1803,32425,317230,3140555,11745,2659,Mata Verde,13
1804,32433,314060,3140605,11406,4811,Materlândia,13
1805,32441,314070,3140704,11407,4813,Mateus Leme,13
1806,39632,317150,3171501,11715,5431,Mathias Lobato,13
1807,32450,314080,3140803,11408,4815,Matias Barbosa,13
1808,32468,317580,3140852,11746,2897,Matias Cardoso,13
1809,32476,314090,3140902,11409,4817,Matipó,13
1810,32484,314100,3141009,11410,4819,Mato Verde,13
1811,32492,314110,3141108,11411,4821,Matozinhos,13
1812,32506,314120,3141207,11412,4823,Matutina,13
1813,32514,314130,3141306,11413,4825,Medeiros,13
1814,32522,314140,3141405,11414,4827,Medina,13
1815,32557,314150,3141504,11415,4829,Mendes Pimentel,13
1816,32565,314160,3141603,11416,4831,Mercês,13
1817,32581,314170,3141702,11417,4833,Mesquita,13
1818,32638,314180,3141801,11418,4835,Minas Novas,13
1821,32662,314210,3142106,11421,4841,Miradouro,13
1822,32689,314220,3142205,11422,4843,Miraí,13
1823,32727,317820,3142254,11813,652,Miravânia,13
1824,32778,314230,3142304,11423,4845,Moeda,13
1825,32786,314240,3142403,11424,4847,Moema,13
1826,32816,314250,3142502,11425,4849,Monjolos,13
1827,32859,314260,3142601,11426,4851,Monsenhor Paulo,13
1828,32867,314270,3142700,11427,4853,Montalvânia,13
1829,32875,314280,3142809,11428,4855,Monte Alegre de Minas,13
1830,32883,314290,3142908,11429,4857,Monte Azul,13
1831,32891,314300,3143005,11430,4859,Monte Belo,13
1832,32905,314310,3143104,11431,4861,Monte Carmelo,13
1833,106151,318330,3143153,11814,654,Monte Formoso,13
1834,32948,314320,3143203,11432,4863,Monte Santo de Minas,13
1835,32956,314340,3143401,11434,4867,Monte Sião,13
1837,32980,317490,3143450,11747,2697,Montezuma,13
1838,32999,314350,3143500,11435,4869,Morada Nova de Minas,13
1839,33014,314360,3143609,11436,4871,Morro da Garça,13
1840,33030,314370,3143708,11437,4873,Morro do Pilar,13
1841,33073,314380,3143807,11438,4875,Munhoz,13
1842,33090,314390,3143906,11439,4877,Muriaé,13
1843,33103,314400,3144003,11440,4879,Mutum,13
1844,33111,314410,3144102,11441,4881,Muzambinho,13
1845,33120,314420,3144201,11442,4883,Nacip Raydan,13
1846,33138,314430,3144300,11443,4885,Nanuque,13
1847,33146,317610,3144359,11748,656,Naque,13
1848,39640,317770,3144375,11815,658,Natalândia,13
1849,33162,314440,3144409,11444,4887,Natércia,13
1850,33189,314450,3144508,11445,4889,Nazareno,13
1851,33219,314460,3144607,11446,4891,Nepomuceno,13
1852,106100,318380,3144656,11816,660,Ninheira,13
1853,33243,318340,3144672,11817,662,Nova Belém,13
1854,33251,314470,3144706,11447,4893,Nova Era,13
1855,33278,314480,3144805,11448,4895,Nova Lima,13
1856,33294,314490,3144904,11449,4897,Nova Módica,13
1857,33308,314500,3145000,11450,4899,Nova Ponte,13
1858,33316,318390,3145059,11818,664,Nova Porteirinha,13
1859,33324,314510,3145109,11451,4901,Nova Resende,13
1860,33332,314520,3145208,11452,4903,Nova Serrana,13
1861,31569,313660,3136603,11366,4731,Nova União,13
1862,33359,314530,3145307,11453,4905,Novo Cruzeiro,13
1863,29777,314535,3145356,11749,666,Novo Oriente de Minas,13
1864,106127,314537,3145372,11819,668,Novorizonte,13
1867,33448,314550,3145505,11455,4909,Olímpio Noronha,13
1868,33456,314560,3145604,11456,4911,Oliveira,13
1869,33464,314570,3145703,11457,4913,Oliveira Fortes,13
1870,33472,314580,3145802,11458,4915,Onça de Pitangui,13
1871,33480,317940,3145851,11821,672,Oratórios,13
1872,33499,314587,3145877,11822,674,Orizânia,13
1873,33510,314590,3145901,11459,4917,Ouro Branco,13
1874,33529,314600,3146008,11460,4919,Ouro Fino,13
1875,33537,314610,3146107,11461,4921,Ouro Preto,13
1876,33545,314620,3146206,11462,4923,Ouro Verde de Minas,13
1877,33570,318120,3146255,11823,676,Padre Carvalho,13
1878,33618,314630,3146305,11463,4925,Padre Paraíso,13
1879,33642,318090,3146552,11824,678,Pai Pedro,13
1880,33650,314640,3146404,11464,4927,Paineiras,13
1883,33693,314670,3146701,11467,4933,Palma,13
1884,33758,317390,3146750,11750,2661,Palmópolis,13
1885,33804,314690,3146909,11469,4937,Papagaios,13
1886,33812,314710,3147105,11471,4941,Pará de Minas,13
1887,33820,314700,3147006,11470,4939,Paracatu,13
1888,33839,314720,3147204,11472,4943,Paraguaçu,13
1889,33871,314730,3147303,11473,4945,Paraisópolis,13
1890,33880,314740,3147402,11474,4947,Paraopeba,13
1891,33944,314760,3147600,11476,4951,Passa Quatro,13
1892,33952,314770,3147709,11477,4953,Passa Tempo,13
1894,33979,314750,3147501,11475,4949,Passabém,13
1895,33995,314790,3147907,11479,4957,Passos,13
1896,34002,318400,3147956,11825,680,Patis,13
1897,34010,314800,3148004,11480,4959,Patos de Minas,13
1898,34037,314810,3148103,11481,4961,Patrocínio,13
1899,34045,314820,3148202,11482,4963,Patrocínio do Muriaé,13
1900,34053,314830,3148301,11483,4965,Paula Cândido,13
1901,34070,314840,3148400,11484,4967,Paulistas,13
1902,34088,314850,3148509,11485,4969,Pavão,13
1903,34100,314860,3148608,11486,4971,Peçanha,13
1904,34118,314870,3148707,11487,4973,Pedra Azul,13
1905,34126,318110,3148756,11826,682,Pedra Bonita,13
1906,34142,314880,3148806,11488,4975,Pedra do Anta,13
1907,34150,314890,3148905,11489,4977,Pedra do Indaiá,13
1908,34177,314900,3149002,11490,4979,Pedra Dourada,13
1909,34207,314910,3149101,11491,4981,Pedralva,13
1910,34215,317410,3149150,11751,2899,Pedras de Maria da Cruz,13
1911,34223,314920,3149200,11492,4983,Pedrinópolis,13
1912,34231,314930,3149309,11493,4985,Pedro Leopoldo,13
1913,34258,314940,3149408,11494,4987,Pedro Teixeira,13
1914,34339,314950,3149507,11495,4989,Pequeri,13
1915,34347,314960,3149606,11496,4991,Pequi,13
1916,34355,314970,3149705,11497,4993,Perdigão,13
1917,34371,314980,3149804,11498,4995,Perdizes,13
1918,34398,314990,3149903,11499,4997,Perdões,13
1882,33685,314660,3146602,11466,4931,Paiva,13
1919,34410,318030,3149952,11752,684,Periquito,13
1922,106046,318060,3150158,11827,686,Piedade de Caratinga,13
1923,34495,315020,3150208,11502,5003,Piedade de Ponte Nova,13
1924,34517,315030,3150307,11503,5005,Piedade do Rio Grande,13
1925,34525,315040,3150406,11504,5007,Piedade dos Gerais,13
1926,34541,315050,3150505,11505,5009,Pimenta,13
1928,106054,318210,3150570,11829,690,Pintópolis,13
1929,34630,315060,3150604,11506,5011,Piracema,13
1930,34649,315070,3150703,11507,5013,Pirajuba,13
1931,34657,315080,3150802,11508,5015,Piranga,13
1932,34665,315090,3150901,11509,5017,Piranguçu,13
1933,34673,315100,3151008,11510,5019,Piranguinho,13
1934,34703,315110,3151107,11511,5021,Pirapetinga,13
1935,34711,315120,3151206,11512,5023,Pirapora,13
1936,34720,315130,3151305,11513,5025,Piraúba,13
1937,34754,315140,3151404,11514,5027,Pitangui,13
1938,34770,317290,3151503,11515,5029,Piumhi,13
1939,34797,315160,3151602,11516,5031,Planura,13
1942,34860,315190,3151909,11519,5037,Pocrane,13
1943,34878,315200,3152006,11520,5039,Pompéu,13
1944,34940,315210,3152105,11521,5041,Ponte Nova,13
1945,34975,318410,3152131,11830,692,Ponto Chique,13
1946,34991,318150,3152170,11753,694,Ponto dos Volantes,13
1948,35041,315230,3152303,11523,5045,Porto Firme,13
1949,35068,315240,3152402,11524,5047,Poté,13
1950,35076,315250,3152501,11525,5049,Pouso Alegre,13
1951,35092,315260,3152600,11526,5051,Pouso Alto,13
1952,35106,315270,3152709,11527,5053,Prados,13
1953,35114,315280,3152808,11528,5055,Prata,13
1954,35122,315290,3152907,11529,5057,Pratápolis,13
1955,35130,315300,3153004,11530,5059,Pratinha,13
1956,35149,315310,3153103,11531,5061,Presidente Bernardes,13
1957,35157,315320,3153202,11532,5063,Presidente Juscelino,13
1958,35165,315330,3153301,11533,5065,Presidente Kubitschek,13
1959,35173,315340,3153400,11534,5067,Presidente Olegário,13
1960,35220,315360,3153608,11536,5071,Prudente de Morais,13
1961,35254,315370,3153707,11537,5073,Quartel Geral,13
1963,35327,315390,3153905,11539,5077,Raposos,13
1964,35335,315400,3154002,11540,5079,Raul Soares,13
1965,35351,315410,3154101,11541,5081,Recreio,13
1966,35360,318440,3154150,11831,696,Reduto,13
1967,35378,315420,3154200,11542,5083,Resende Costa,13
1968,35386,315430,3154309,11543,5085,Resplendor,13
1969,35394,315440,3154408,11544,5087,Ressaquinha,13
1970,35416,317310,3154457,11754,2901,Riachinho,13
1971,35432,315450,3154507,11545,5089,Riacho dos Machados,13
1972,35440,315460,3154606,11546,5091,Ribeirão das Neves,13
1973,35467,315470,3154705,11547,5093,Ribeirão Vermelho,13
1974,35491,315480,3154804,11548,5095,Rio Acima,13
1975,35505,315490,3154903,11549,5097,Rio Casca,13
1976,35530,315510,3155108,11551,5101,Rio do Prado,13
1977,35548,315500,3155009,11550,5099,Rio Doce,13
1978,35556,315520,3155207,11552,5103,Rio Espera,13
1979,35564,315530,3155306,11553,5105,Rio Manso,13
1980,35580,315540,3155405,11554,5107,Rio Novo,13
1981,35599,315550,3155504,11555,5109,Rio Paranaíba,13
1982,35602,315560,3155603,11556,5111,Rio Pardo de Minas,13
1984,35629,315580,3155801,11558,5115,Rio Pomba,13
1985,35645,315590,3155900,11559,5117,Rio Preto,13
1986,35653,315600,3156007,11560,5119,Rio Vermelho,13
1987,35661,315610,3156106,11561,5121,Ritápolis,13
1988,35696,315620,3156205,11562,5123,Rochedo de Minas,13
