id,supply_type,payment_date,start_date,end_date,register_bank_id,file_generated,response_read,created_by,created_date,last_modified_by,last_modified_date
166,OTHER,2022-12-20 00:00:00,2022-12-17 21:00:00,2022-12-21 21:00:00,2,t,t,890,2022-12-20 10:23:19.178447,890,2022-12-20 10:23:28.837744
156,OTHER,2022-12-16 00:00:00,2022-11-19 21:00:00,2022-12-21 21:00:00,1,t,t,890,2022-12-16 10:32:37.798296,890,2022-12-16 10:33:00.341815
159,OTHER,2022-12-19 00:00:00,2022-12-17 21:00:00,2022-12-19 21:00:00,2,t,t,1406,2022-12-19 08:46:21.407665,890,2022-12-19 09:04:08.422958
143,ASSETS,2022-12-14 00:00:00,2022-10-07 21:00:00,2022-11-10 21:00:00,2,t,t,890,2022-12-13 16:58:34.091431,890,2022-12-14 08:30:55.99134
142,OTHER,2022-12-13 00:00:00,2022-12-11 21:00:00,2023-01-11 21:00:00,1,t,t,890,2022-12-13 12:36:05.114653,890,2022-12-13 12:36:22.404625
144,OTHER,2022-12-14 00:00:00,2022-12-12 21:00:00,2022-12-14 21:00:00,1,t,t,890,2022-12-14 08:30:24.074405,890,2022-12-14 08:31:32.057813
160,OTHER,2022-12-19 00:00:00,2022-12-17 21:00:00,2022-12-21 21:00:00,1,t,t,1406,2022-12-19 09:24:07.791464,890,2022-12-19 09:30:33.030627
153,OTHER,2022-12-15 00:00:00,2022-12-13 21:00:00,2022-12-15 21:00:00,2,t,t,890,2022-12-15 15:17:19.069039,890,2022-12-15 15:17:28.392502
145,OTHER,2022-12-14 00:00:00,2022-12-13 21:00:00,2022-12-16 21:00:00,1,t,t,1406,2022-12-14 12:00:12.930722,890,2022-12-14 12:05:24.251916
154,OTHER,2022-12-16 00:00:00,2022-12-14 21:00:00,2022-12-26 21:00:00,1,t,t,890,2022-12-16 08:55:26.379505,890,2022-12-16 08:55:35.257328
