id,role_user_id,user_id,status,processing_message,reason,description,active,block,area_id,amount,created_by,created_date,last_modified_by,last_modified_date
172,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,241,,933,2023-09-18 16:43:09.637386,933,2024-04-04 17:55:46.443092
173,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,241,,933,2023-09-18 16:43:28.34823,933,2024-04-04 17:55:43.201319
139,,152,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendência cadastral.",f,f,,,933,2023-03-16 14:42:20.3925,851,2024-05-15 11:37:16.99776
143,,165,FINISHED,,BREACH_OF_CONTRACT,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a desmatamento de propriedade rural.",f,f,,,933,2023-03-16 14:46:53.967272,933,2024-09-24 14:47:26.288805
176,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:46:55.90813,933,2024-04-04 17:55:33.50523
177,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:47:15.037247,933,2024-04-04 17:55:30.404815
178,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:47:34.207865,933,2024-04-04 17:55:27.319485
179,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:47:53.293273,933,2024-04-04 17:55:24.844049
180,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:48:12.42131,933,2024-04-04 17:55:22.281041
181,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:48:31.580047,933,2024-04-04 17:55:19.69585
182,1583,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,242,,933,2023-09-18 16:48:50.708687,933,2024-04-04 17:55:16.92027
183,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:49:25.779699,933,2024-04-04 17:55:13.771868
184,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:49:44.781548,933,2024-04-04 17:55:10.959046
185,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:50:03.889379,933,2024-04-04 17:55:07.750161
186,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:50:23.058218,933,2024-04-04 17:55:05.200478
187,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:50:42.135457,933,2024-04-04 17:55:02.124638
188,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:51:01.27879,933,2024-04-04 17:54:57.997766
189,1583,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,243,,933,2023-09-18 16:51:20.38191,933,2024-04-04 17:54:55.388027
190,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:51:55.302948,933,2024-04-04 17:54:52.788129
191,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:52:14.419568,933,2024-04-04 17:54:50.31011
192,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:52:33.586441,933,2024-04-04 17:54:47.982855
193,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:52:52.75034,933,2024-04-04 17:54:45.258913
194,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:53:11.904506,933,2024-04-04 17:54:42.153867
175,1582,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,241,,933,2023-09-18 16:44:05.7549,933,2024-04-04 17:55:36.596819
196,1583,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:53:50.036687,933,2024-04-04 17:54:36.520725
197,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:54:25.286174,933,2024-04-04 17:54:32.973164
198,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:54:44.488949,933,2024-04-04 17:54:29.876213
199,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:55:03.645646,933,2024-04-04 17:54:25.51637
200,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:55:22.744906,933,2024-04-04 17:54:22.182588
201,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:55:41.855962,933,2024-04-04 17:54:19.324643
202,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:56:00.951981,933,2024-04-04 17:54:16.23917
203,1582,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,245,,933,2023-09-18 16:56:20.040941,933,2024-04-04 17:54:13.355458
204,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:56:54.973203,933,2024-04-04 17:54:10.54927
205,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:57:14.107379,933,2024-04-04 17:54:07.593016
206,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:57:33.27919,933,2024-04-04 17:54:04.768199
207,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:57:52.404475,933,2024-04-04 17:54:01.730721
210,1582,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:58:49.727148,933,2024-04-04 17:53:52.51277
211,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 16:59:24.775886,933,2024-04-04 17:53:41.775022
212,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 16:59:43.899343,933,2024-04-04 17:53:38.840658
213,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,249,,933,2023-09-18 17:28:50.076558,933,2024-04-04 17:53:35.416548
215,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 17:30:21.626318,933,2024-04-04 17:53:27.263555
216,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 17:30:40.648964,933,2024-04-04 17:53:24.191825
217,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 17:30:59.407391,933,2024-04-04 17:53:20.883666
218,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 17:31:18.152775,933,2024-04-04 17:53:17.99457
219,1582,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,247,,933,2023-09-18 17:31:36.684023,933,2024-04-04 17:53:15.234059
214,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,249,,933,2023-09-18 17:29:08.832701,933,2024-04-04 17:53:30.662119
220,3,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:32:18.772985,933,2024-04-04 17:53:12.254489
221,834,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:32:37.443514,933,2024-04-04 17:53:09.187984
222,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:32:56.122934,933,2024-04-04 17:53:05.921714
223,1089,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:33:14.790731,933,2024-04-04 17:53:03.054856
224,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:33:33.474667,933,2024-04-04 17:53:00.294426
225,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:33:52.121298,933,2024-04-04 17:52:57.270777
226,1582,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,248,,933,2023-09-18 17:34:10.814785,933,2024-04-04 17:52:54.638017
227,1088,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,249,,933,2023-09-18 17:34:45.372613,933,2024-04-04 17:52:51.97326
228,1089,,FINISHED,,OTHERS,,f,f,249,,933,2023-09-18 17:36:46.324358,933,2024-04-04 17:52:49.277884
229,1090,,FINISHED,,OTHERS,,f,f,249,,933,2023-09-18 17:37:02.194585,933,2024-04-04 17:52:46.231522
230,1566,,FINISHED,,OTHERS,,f,f,249,,933,2023-09-18 17:37:18.050118,933,2024-04-04 17:52:43.507732
231,1582,,FINISHED,,OTHERS,,f,f,249,,933,2023-09-18 17:37:33.97897,933,2024-04-04 17:52:32.309737
232,3,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:38:05.686143,933,2024-04-04 17:52:40.643457
233,834,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:38:21.675794,933,2024-04-04 17:52:27.975824
234,1088,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:38:37.584555,933,2024-04-04 17:48:30.072291
235,1089,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:38:53.498028,933,2024-04-04 17:48:27.30975
236,1090,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:39:09.329977,933,2024-04-04 17:48:24.440413
237,1566,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:39:25.169432,933,2024-04-04 17:48:21.043223
238,1584,,FINISHED,,OTHERS,,f,f,250,,933,2023-09-18 17:39:41.068185,933,2024-04-04 17:48:17.763828
239,3,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:40:12.882652,933,2024-04-04 17:52:37.871396
240,834,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:40:28.766922,933,2024-04-04 17:48:13.824586
241,1088,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:40:44.627256,933,2024-04-04 17:48:10.5976
242,1089,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:41:00.545146,933,2024-04-04 17:48:07.912292
243,1090,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:41:16.429066,933,2024-04-04 17:48:05.083949
244,1566,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:41:32.333228,933,2024-04-04 17:48:01.885118
245,1585,,FINISHED,,OTHERS,,f,f,251,,933,2023-09-18 17:41:48.263304,933,2024-04-04 17:47:59.116312
246,3,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:42:20.088077,933,2024-04-04 17:47:55.695426
247,834,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:42:35.905755,933,2024-04-04 17:47:53.07896
248,1088,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:43:05.745569,933,2024-04-04 17:47:50.259946
249,1089,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:43:20.939282,933,2024-04-04 17:47:47.621001
250,1090,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:43:36.842877,933,2024-04-04 17:47:44.739159
251,1566,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:43:52.754468,933,2024-04-04 17:47:41.843173
252,1582,,FINISHED,,OTHERS,,f,f,252,,933,2023-09-18 17:44:08.628618,933,2024-04-04 17:47:32.288814
209,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:58:30.650204,933,2024-04-04 17:53:55.398578
208,1090,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,246,,933,2023-09-18 16:58:11.529395,933,2024-04-04 17:53:58.294458
195,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,244,,933,2023-09-18 16:53:30.944098,933,2024-04-04 17:54:39.390964
174,1566,,FINISHED,,OTHERS,"Bloquei estratégico solicitado por Luzia Umbelino, para finalização de tramites da geração da safra de 2022",f,f,241,,933,2023-09-18 16:43:47.06608,933,2024-04-04 17:55:40.129502
253,,153,FINISHED,,REGISTRATION_PENDING,"Não possui CPR, a pedido da Maria Tereza 15/05/2024.",t,t,,,851,2024-05-15 11:38:42.701431,851,2024-05-15 11:38:42.701431
254,1908,,FINISHED,,CONTRACT_CANCELLATION,"Propriedade excluida do BMV por falta de documentação de titularidade, não atendimento das regras do contrato.",t,t,178,,851,2024-06-04 10:14:53.022078,851,2024-06-04 10:14:53.022078
73,,252,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:46:14.286277,933,2024-06-18 00:30:00.304895
72,,251,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:45:50.518214,933,2024-06-18 00:30:10.73855
69,,248,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:45:20.11098,933,2024-06-18 00:30:27.018991
63,,242,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:44:18.950851,933,2024-06-18 00:31:08.614586
36,,212,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:39:39.771944,933,2024-06-18 00:33:03.185251
255,3,,PENDING,,OTHERS,,f,t,6,,933,2024-07-05 10:15:32.475443,933,2024-07-05 10:15:32.475443
257,3,,PENDING,,OTHERS,,f,t,7,,933,2024-07-05 10:16:26.076321,933,2024-07-05 10:16:26.076321
256,3,,PENDING,,OTHERS,,f,t,6,,933,2024-07-05 10:16:19.97342,933,2024-07-05 10:16:19.97342
274,3,,FINISHED,,OTHERS,,t,t,74,,933,2024-07-05 10:22:00.642253,933,2024-07-05 10:22:00.642253
275,3,,FINISHED,,OTHERS,,t,t,75,,933,2024-07-05 10:22:08.737636,933,2024-07-05 10:22:08.737636
258,3,,FINISHED,,OTHERS,,f,f,6,,933,2024-07-05 10:16:56.498228,933,2024-07-05 10:18:41.06815
259,3,,PENDING,,OTHERS,,f,t,6,,933,2024-07-05 10:18:57.852286,933,2024-07-05 10:18:57.852286
260,3,,FINISHED,,OTHERS,,t,t,6,,933,2024-07-05 10:19:31.1082,933,2024-07-05 10:19:31.1082
261,3,,FINISHED,,OTHERS,,t,t,7,,933,2024-07-05 10:19:39.325868,933,2024-07-05 10:19:39.325868
262,3,,FINISHED,,OTHERS,,t,t,28,,933,2024-07-05 10:19:54.548032,933,2024-07-05 10:19:54.548032
263,3,,FINISHED,,OTHERS,,t,t,29,,933,2024-07-05 10:20:02.69494,933,2024-07-05 10:20:02.69494
264,3,,FINISHED,,OTHERS,,t,t,31,,933,2024-07-05 10:20:10.851103,933,2024-07-05 10:20:10.851103
265,3,,FINISHED,,OTHERS,,t,t,35,,933,2024-07-05 10:20:26.077022,933,2024-07-05 10:20:26.077022
266,3,,FINISHED,,OTHERS,,t,t,37,,933,2024-07-05 10:20:34.153585,933,2024-07-05 10:20:34.153585
267,3,,FINISHED,,OTHERS,,t,t,46,,933,2024-07-05 10:20:49.432078,933,2024-07-05 10:20:49.432078
268,3,,FINISHED,,OTHERS,,t,t,47,,933,2024-07-05 10:20:57.587362,933,2024-07-05 10:20:57.587362
269,3,,FINISHED,,OTHERS,,t,t,49,,933,2024-07-05 10:21:05.618781,933,2024-07-05 10:21:05.618781
270,3,,FINISHED,,OTHERS,,t,t,70,,933,2024-07-05 10:21:28.060368,933,2024-07-05 10:21:28.060368
271,3,,FINISHED,,OTHERS,,t,t,71,,933,2024-07-05 10:21:36.157549,933,2024-07-05 10:21:36.157549
272,3,,FINISHED,,OTHERS,,t,t,72,,933,2024-07-05 10:21:44.205994,933,2024-07-05 10:21:44.205994
273,3,,FINISHED,,OTHERS,,t,t,73,,933,2024-07-05 10:21:52.401226,933,2024-07-05 10:21:52.401226
276,3,,FINISHED,,OTHERS,,t,t,82,,933,2024-07-05 10:22:16.827002,933,2024-07-05 10:22:16.827002
277,3,,FINISHED,,OTHERS,,t,t,93,,933,2024-07-05 10:22:39.339551,933,2024-07-05 10:22:39.339551
278,3,,FINISHED,,OTHERS,,t,t,113,,933,2024-07-05 10:23:01.74683,933,2024-07-05 10:23:01.74683
279,3,,FINISHED,,OTHERS,,t,t,127,,933,2024-07-05 10:23:16.918296,933,2024-07-05 10:23:16.918296
280,3,,FINISHED,,OTHERS,,t,t,136,,933,2024-07-05 10:23:39.441876,933,2024-07-05 10:23:39.441876
281,3,,FINISHED,,OTHERS,,t,t,167,,933,2024-07-05 10:23:54.681699,933,2024-07-05 10:23:54.681699
282,3,,FINISHED,,OTHERS,,t,t,170,,933,2024-07-05 10:24:02.804885,933,2024-07-05 10:24:02.804885
283,3,,FINISHED,,OTHERS,,t,t,176,,933,2024-07-05 10:24:10.978179,933,2024-07-05 10:24:10.978179
284,3,,FINISHED,,OTHERS,,t,t,177,,933,2024-07-05 10:24:19.070981,933,2024-07-05 10:24:19.070981
285,3,,FINISHED,,OTHERS,,t,t,178,,933,2024-07-05 10:24:27.099138,933,2024-07-05 10:24:27.099138
286,3,,FINISHED,,OTHERS,,t,t,187,,933,2024-07-05 10:24:35.177683,933,2024-07-05 10:24:35.177683
287,3,,FINISHED,,OTHERS,,t,t,204,,933,2024-07-05 10:24:43.257653,933,2024-07-05 10:24:43.257653
288,3,,FINISHED,,OTHERS,,t,t,213,,933,2024-07-05 10:24:51.300362,933,2024-07-05 10:24:51.300362
289,3,,FINISHED,,OTHERS,,t,t,214,,933,2024-07-05 10:24:59.395335,933,2024-07-05 10:24:59.395335
290,3,,FINISHED,,OTHERS,,t,t,216,,933,2024-07-05 10:25:07.527719,933,2024-07-05 10:25:07.527719
291,3,,FINISHED,,OTHERS,,t,t,224,,933,2024-07-05 10:25:15.548042,933,2024-07-05 10:25:15.548042
292,3,,FINISHED,,OTHERS,,t,t,232,,933,2024-07-05 10:25:30.687473,933,2024-07-05 10:25:30.687473
294,1593,,FINISHED,,OTHERS,Ajustando Saldos,f,f,258,,933,2024-10-11 10:21:02.391559,933,2024-10-11 10:37:51.490377
300,2099,,PENDING,,COURT_BLOCK,Indisponibilidade em 23/03/2026 por decisão judicial: Caução ofertada nos autos n.º 1000463-89.2025.8.11.0090 da Vara Única de Nova Canaã do Norte/MT,f,t,,,2161,2026-03-24 14:03:14.826892,2161,2026-03-24 14:03:14.826892
296,1593,,FINISHED,,OTHERS,Ajustando Saldo Governo,f,f,253,,933,2024-10-11 10:22:34.526356,933,2024-10-11 10:37:42.788572
298,,1747,FINISHED,,OTHERS,UCS bloqueada - CPR Aluguel \nContrato de Cessão de Garantia\nCódigo IF: 25C03389583,f,f,,,890,2025-03-20 11:45:23.806444,2161,2026-01-23 09:42:07.821849
297,1593,,FINISHED,,OTHERS,Ajustando saldo governo,f,f,257,,933,2024-10-11 10:23:27.015568,933,2024-10-11 10:37:38.139618
293,1401,,FINISHED,,OTHERS,Ajustando Saldos Governo,f,f,258,,933,2024-10-11 10:16:06.242236,933,2024-10-11 10:37:56.425809
295,1593,,FINISHED,,OTHERS,Ajustando saldo Governo,f,f,259,,933,2024-10-11 10:22:05.528311,933,2024-10-11 10:37:47.136734
299,73,,FINISHED,,OTHERS,bloqueio sync,f,f,,,2161,2026-01-21 17:37:40.903147,2161,2026-01-23 09:38:19.644358
